,Gender,Race,Age,County,Current Facility,Offense Code,TDCJ Offense,TDCJ Number,Sentence (Years),Last Parole Decision,Parole Review Status,Parole Eligibility (Years),Sentence Left (Years)
657,1,1,71,126,82,12120000,1534,242887,999.0,0,0,1,999
658,1,6,71,69,46,12130000,812,591892,25.0,0,0,1,999
660,1,6,70,227,0,9130000,3487,330521,999.0,0,0,40,999
662,1,1,68,99,75,9150000,7178,437497,999.0,0,0,7,999
665,1,1,70,219,82,36990009,4890,2324621,2.0,0,0,1,1
666,1,1,69,20,97,13150005,489,1657973,20.0,0,0,2,8
667,1,6,66,89,71,35990016,7725,2206269,28.0,0,0,1,24
668,1,6,63,213,53,22000002,2957,701904,40.0,0,0,1,17
669,1,1,68,72,74,35990001,6642,2310559,12.0,0,1,1,10
671,1,1,70,100,2,35420000,8582,620826,25.0,1,0,4,7
672,1,1,70,18,9,13150002,2573,505745,99.0,0,0,4,89
673,1,2,67,92,37,54040011,4109,1922160,50.0,1,0,3,42
677,1,1,69,99,71,10100000,777,614296,50.0,0,1,3,24
678,1,6,71,98,23,11990002,10029,1693482,20.0,0,0,1,9
679,1,6,70,55,45,9150000,7186,245080,999.0,0,0,39,999
680,1,2,72,173,23,9150000,7178,644961,50.0,0,1,17,21
681,1,1,68,55,46,9180000,11322,330774,999.0,0,0,3,999
682,1,6,69,99,99,12990002,864,1006474,25.0,0,0,8,6
683,1,6,68,55,84,10100000,780,371968,99.0,1,0,18,61
685,1,1,69,99,53,35320000,7329,627646,25.0,0,1,3,3
687,1,1,70,55,86,22090000,3338,283866,999.0,0,0,4,999
688,1,1,69,55,12,12120000,1578,379010,999.0,0,0,17,999
690,1,1,68,156,32,12120000,9738,281802,999.0,1,0,4,999
693,1,1,67,13,25,35990002,8968,2180129,25.0,0,1,1,21
694,1,6,74,213,76,11190000,1335,689842,45.0,0,0,16,18
703,1,6,68,123,0,13150005,82,1242959,30.0,0,0,2,13
704,1,6,74,219,0,11180000,1100,452822,999.0,1,0,15,999
705,1,6,74,92,74,35420000,8008,479930,75.0,0,0,1,56
707,1,6,69,14,88,12120000,9666,396934,77.0,0,0,17,39
708,1,6,68,55,35,24110000,10969,609810,35.0,0,0,0,11
710,1,6,70,99,75,9150000,7143,393640,999.0,0,0,3,999
711,1,2,69,219,26,9150000,7143,418631,999.0,0,0,30,999
713,1,2,70,1,77,11990004,10017,1425800,25.0,0,0,2,10
714,1,1,72,217,93,9150000,7178,591717,999.0,0,0,16,999
715,1,1,67,235,53,35990225,5382,2191382,30.0,0,0,0,27
716,1,6,72,219,71,9990019,7170,1575631,25.0,0,0,1,11
718,1,1,68,55,43,35990002,9069,2062394,20.0,0,0,4,14
720,1,1,68,147,40,11180000,10042,549325,40.0,1,0,7,9
721,1,2,70,218,61,54040011,4120,2177073,25.0,0,1,1,21
722,1,2,74,99,84,9150000,7143,260232,999.0,0,0,37,999
724,1,6,76,195,26,9150000,7143,653118,999.0,0,1,35,999
726,1,1,68,219,49,22990002,2957,1788641,25.0,0,1,7,16
731,1,6,68,55,12,11190000,1263,712697,60.0,1,0,12,33
732,1,2,74,218,23,35990003,9124,2125412,15.0,0,0,3,10
733,1,1,69,213,74,12120000,9682,333429,999.0,0,0,1,999
734,1,6,68,213,86,11180000,1239,521006,999.0,0,0,1,999
736,1,6,70,99,9,35320000,7329,683266,25.0,0,0,2,5
737,1,1,74,169,30,9990007,2681,673827,60.0,1,0,1,48
738,1,1,69,214,26,35990156,7564,1813749,999.0,0,0,1,999
740,1,6,76,89,54,10100000,772,747958,99.0,0,0,4,73
741,1,6,69,55,49,10100000,1552,297057,999.0,0,0,22,999
742,1,6,81,99,100,70990065,3508,1632269,15.0,0,0,11,2
743,1,1,68,55,54,9150000,7143,255211,999.0,0,0,10,999
746,1,6,73,89,26,9150000,7186,213003,999.0,0,0,31,999
748,1,2,70,225,23,36010001,5936,1488694,17.0,1,0,5,3
749,1,1,63,213,86,11180000,1380,499077,999.0,0,1,14,999
753,1,2,72,99,74,12130000,1565,277136,40.0,0,0,3,18
754,1,6,68,214,97,11180000,810,325085,65.0,0,0,7,29
755,1,2,80,48,61,11990004,1120,1941070,15.0,0,0,0,7
757,1,1,68,176,64,36140000,5973,614588,35.0,0,0,3,10
758,1,6,68,99,26,9130000,3480,1181475,999.0,0,0,18,999
759,1,6,68,99,16,9150000,7143,724257,50.0,0,0,2,23
760,1,1,72,90,12,35990012,3929,1323249,999.0,0,0,10,999
761,1,6,70,147,9,36140000,5760,479463,99.0,0,1,26,66
766,1,1,69,45,9,35990002,8968,2160788,40.0,0,0,1,35
767,1,1,68,219,86,12120000,9655,232368,300.0,0,0,15,999
768,1,2,68,219,92,9150000,7178,562415,999.0,0,0,17,999
769,1,1,73,82,40,13170000,2582,258764,999.0,1,0,41,999
771,1,1,70,120,44,13150005,82,1391720,20.0,0,0,2,7
772,1,1,68,213,21,13990075,1912,2123103,35.0,0,0,1,30
773,1,1,68,120,71,12120000,836,383524,60.0,0,0,7,27
774,1,1,69,219,40,11180000,1100,492334,35.0,1,0,24,2
775,1,2,70,99,63,11990004,1504,513337,999.0,0,0,18,999
778,1,6,68,179,13,54040011,4069,2001032,80.0,0,1,1,73
779,1,6,69,13,99,13150005,408,2283155,5.0,0,0,0,2
781,1,2,72,147,0,9150000,7143,858830,999.0,0,0,14,999
783,1,1,69,99,53,22990002,2957,733445,40.0,0,0,6,14
784,1,2,70,147,43,54040011,4069,2160069,20.0,0,0,3,14
785,1,6,67,242,73,54040011,4069,2016451,10.0,0,0,5,4
786,1,6,73,55,26,12120000,9654,214132,999.0,0,0,25,999
787,1,1,71,99,70,9150000,7178,608379,50.0,0,0,18,19
788,1,1,67,90,30,12130000,980,623099,50.0,0,0,17,20
790,1,6,68,186,71,35990014,7937,2230177,15.0,0,0,1,12
791,1,6,70,0,24,54040011,4095,2317144,6.0,1,0,0,5
793,1,1,77,55,53,11990001,10012,920575,30.0,1,0,6,9
795,1,2,68,218,5,22990002,2957,1320268,20.0,0,0,1,11
796,1,1,67,169,25,12990002,864,1539808,20.0,1,0,5,5
801,1,1,68,55,86,9150000,7186,235232,999.0,0,0,6,999
802,1,1,68,219,12,22100000,3291,297393,999.0,0,0,8,999
803,1,6,77,14,9,9150000,7143,615050,45.0,1,0,25,16
804,1,1,69,219,23,12990002,864,1253211,18.0,0,1,5,1
806,1,6,68,68,54,9990023,3669,1596409,50.0,0,0,12,32
807,1,6,74,114,74,54040011,4120,2248899,15.0,0,0,1,12
808,1,1,68,55,97,35990002,11076,1663298,15.0,0,0,2,8
809,1,6,67,99,37,9150000,7143,352431,99.0,1,0,12,63
810,1,6,69,89,9,9150000,7178,629506,999.0,0,1,14,999
811,1,1,68,213,23,9990020,2800,1118107,25.0,0,0,17,6
814,1,6,74,177,54,9150000,7211,496866,75.0,0,0,18,42
815,1,1,70,99,83,9150000,7143,319037,999.0,0,0,25,999
816,1,1,71,90,53,35990015,7922,2247768,14.0,0,0,1,11
817,1,6,70,36,99,11180000,1100,647619,99.0,0,0,7,77
818,1,6,72,82,45,11180000,1100,557999,40.0,0,1,24,6
820,1,6,66,123,70,35990221,7227,1998042,25.0,0,0,4,18
822,1,6,69,89,23,11190000,1120,760296,40.0,0,1,5,15
824,1,1,67,173,54,9160000,2748,512582,999.0,0,0,18,999
826,1,6,68,124,92,13150005,243,2338315,5.0,0,0,2,0
827,1,2,68,8,54,13990075,1962,2233991,10.0,0,0,2,7
828,1,1,68,55,15,22120000,3316,301428,999.0,0,0,22,999
829,1,6,74,99,23,11220000,1220,605353,40.0,1,0,20,10
830,1,6,69,213,21,11220000,1391,444173,60.0,0,0,12,26
836,1,6,68,89,70,11990002,10017,1430962,25.0,1,0,2,10
837,1,6,68,219,59,12990001,9666,2076699,10.0,1,0,5,3
838,1,2,66,82,13,11020000,9603,333274,60.0,0,0,9,23
841,1,2,69,183,96,36990009,9959,2284266,8.0,0,0,1,6
843,1,2,68,173,45,11190000,1172,580869,60.0,1,0,17,28
845,1,1,67,55,71,12130000,1534,490302,40.0,0,0,2,15
846,1,2,67,99,20,70990065,4879,1802863,20.0,0,1,7,10
847,1,6,70,183,73,11990004,1391,1535000,20.0,0,0,3,7
848,1,6,69,69,48,35990015,7582,2304197,3.0,1,0,2,1
851,1,2,64,66,53,12120000,9666,604152,37.0,0,0,4,16
853,1,2,72,68,26,9150000,7143,395903,159.0,0,1,18,999
854,1,2,69,93,0,9130000,3487,313706,999.0,0,0,21,999
855,1,2,70,227,84,9150000,7136,230808,999.0,0,0,1,999
857,1,1,75,99,23,11180000,1100,600024,45.0,0,0,19,15
858,1,1,69,213,71,22090000,3383,305829,99.0,0,0,3,74
859,1,1,67,55,13,11180000,810,289286,60.0,0,0,3,27
860,1,6,67,109,55,35990016,8080,2246845,20.0,0,0,1,17
861,1,1,70,213,46,36990008,4935,2124603,5.0,0,0,4,1
862,1,1,68,99,5,12130000,980,545212,35.0,0,0,2,13
863,1,1,69,55,53,12120000,864,437763,35.0,0,0,1,12
866,1,2,67,66,66,35110000,4001,671528,39.0,0,0,2,15
869,1,1,70,18,44,9150000,7143,672377,35.0,0,1,19,7
871,1,1,65,2,70,23190000,10543,627562,38.0,1,0,5,13
872,1,2,72,173,9,11180000,1315,453794,65.0,0,0,2,36
873,1,6,67,156,49,11180000,1100,585329,40.0,1,0,20,10
874,1,6,67,191,26,20990002,1594,760589,25.0,1,0,2,1
875,1,1,71,156,49,9150000,7135,223199,999.0,0,0,6,999
876,1,1,69,55,16,11990004,1109,1951470,15.0,1,0,0,7
877,1,6,70,92,53,22990003,3018,1965377,20.0,0,0,5,13
878,1,1,70,156,83,9150000,7178,649142,40.0,0,0,23,7
881,1,1,70,120,5,9150000,7143,636439,35.0,0,0,28,4
882,1,1,68,124,86,52030013,3765,587952,7.0,0,0,3,999
883,1,2,67,68,30,9990001,7143,1102181,25.0,0,0,8,5
886,1,2,70,219,74,22000001,3304,676203,45.0,0,0,2,24
887,1,6,67,93,71,35320000,7535,538048,65.0,0,0,3,52
889,1,2,71,133,9,54040011,4081,2330721,5.0,0,1,1,3
892,1,6,68,213,23,11180000,1249,723236,45.0,0,0,16,18
894,1,2,82,14,31,36990007,11297,2345676,3.0,1,0,1,2
895,1,6,69,1,86,9150000,7143,307879,999.0,1,0,16,999
898,1,1,67,55,53,36990007,5098,2339999,2.0,0,0,0,1
899,1,6,69,55,71,36140000,5920,307330,999.0,0,0,24,999
901,1,1,64,82,0,12120000,864,653761,60.0,0,0,14,31
904,1,2,71,14,54,13990063,2483,2046703,25.0,0,0,1,19
905,1,1,68,66,99,9140000,2666,352225,999.0,0,0,19,999
907,1,1,72,219,71,22090000,3342,314681,999.0,0,1,29,999
908,1,1,68,27,71,12120000,812,417920,30.0,0,0,3,12
909,1,1,69,219,15,11200000,2617,419453,60.0,0,0,1,28
910,1,2,64,82,43,22090000,3377,638329,87.0,0,0,2,58
911,1,2,67,45,87,54040032,6525,2194926,25.0,0,0,1,21
912,1,1,73,55,12,11190000,1085,362734,114.0,0,0,19,73
913,1,6,70,120,53,37040001,7534,932489,50.0,1,0,16,28
914,1,6,68,110,25,23990010,10704,2107154,15.0,0,1,3,10
915,1,6,72,66,86,9140000,2661,487148,44.0,0,0,22,11
916,1,6,68,99,40,11190000,1220,494214,40.0,1,0,24,6
919,1,1,68,55,86,22140000,3312,317329,999.0,0,1,8,999
923,1,2,66,99,88,13150007,597,1880925,9.0,0,1,4,1
924,1,2,70,99,49,54040011,4155,2335710,3.0,1,0,1,2
926,1,6,70,14,70,9150000,7143,394274,40.0,0,0,2,19
927,1,6,64,68,65,13150001,80,1201158,25.0,0,0,16,6
929,1,6,71,55,84,11180000,9603,228869,999.0,0,0,2,999
930,1,2,68,143,25,22990002,2957,670999,17.0,0,1,3,23
933,1,6,83,65,65,9150000,7135,232292,999.0,0,0,44,999
934,1,2,72,55,0,9150000,7178,448677,999.0,0,0,8,999
935,1,2,68,30,37,35990003,6685,2196848,10.0,1,0,2,6
937,1,6,67,214,64,54040011,4069,2345157,4.0,0,0,0,4
938,1,2,68,99,12,22990002,2957,2045571,10.0,0,0,5,4
940,1,1,68,99,70,35990015,7535,791058,35.0,0,0,5,22
941,1,2,67,55,92,37040001,7527,1760227,12.0,1,0,9,2
945,1,1,70,213,27,35990016,7664,2298100,10.0,0,1,1,8
946,1,2,67,2,13,11190000,1391,650550,30.0,0,1,21,2
947,1,6,68,66,70,73990677,9494,2322411,2.0,0,0,2,0
948,1,6,68,20,23,11990002,9774,1724919,17.0,0,0,2,7
949,1,2,67,173,16,11990002,9774,1633582,20.0,0,0,1,9
951,1,6,65,106,49,22100000,2938,368571,45.0,0,0,2,8
953,1,6,75,49,30,54040011,4069,2185995,15.0,0,0,2,12
954,1,2,73,14,26,9150000,7143,456388,999.0,0,0,28,999
955,1,6,80,14,86,9150000,7178,525335,60.0,0,0,17,28
958,1,6,67,13,67,12990001,9666,1144640,25.0,0,1,16,5
959,1,1,72,99,49,35990015,8601,1151166,25.0,0,0,3,7
962,1,6,67,99,25,12990002,1035,1678289,15.0,0,0,4,3
963,1,2,69,19,54,36140000,5847,1569202,99.0,0,0,7,85
965,1,2,68,219,2,9150000,6470,401639,45.0,0,0,3,24
967,1,6,69,242,71,54040011,4069,1773679,15.0,0,0,2,7
969,1,2,72,213,49,54040011,4130,1785144,25.0,1,0,7,15
970,1,1,70,99,74,24040000,2835,604134,25.0,0,0,4,7
971,1,6,67,213,12,11180000,1251,450538,75.0,0,0,5,44
977,1,1,68,99,53,11990004,1463,780353,35.0,1,0,7,10
978,1,6,75,226,71,9990001,7143,808909,50.0,0,0,0,25
979,1,6,71,147,71,9150000,7178,468760,999.0,0,0,15,999
981,1,2,70,55,0,11180000,1553,300935,999.0,0,1,8,999
982,1,6,72,213,40,11990004,1404,1327669,20.0,1,0,7,3
985,1,1,69,229,93,9150000,7143,239418,999.0,0,0,40,999
986,1,1,67,99,86,12120000,864,387714,999.0,0,1,17,999
989,1,6,67,55,30,13170000,668,692536,40.0,0,0,2,17
991,1,6,66,213,26,12130000,980,620654,75.0,0,0,11,44
992,1,1,68,55,74,35320000,7329,628227,25.0,0,0,3,14
993,1,6,63,99,75,9140000,2662,418311,45.0,0,1,4,22
994,1,6,65,169,23,54040011,4069,1664767,28.0,0,0,8,17
995,1,1,67,55,86,35990016,7329,1169330,30.0,0,1,4,11
996,1,6,69,179,9,54040011,4113,2041993,15.0,0,0,4,9
997,1,6,71,100,27,36990007,4956,2298209,4.0,0,0,2,2
998,1,2,66,14,63,11190000,10056,387933,45.0,0,0,4,15
999,1,1,67,90,71,54040011,4069,1802367,25.0,1,0,7,16
1000,1,6,69,36,24,54040011,4069,1799676,25.0,1,0,7,16
1001,1,1,69,99,13,9150000,7178,393065,999.0,0,1,16,999
1002,1,1,68,55,53,12120000,9666,500906,25.0,0,0,5,4
1003,1,2,68,219,59,11990004,1120,1688826,15.0,0,0,4,4
1004,1,6,67,198,65,9150000,7178,433504,999.0,0,1,15,999
1005,1,2,67,106,63,9150000,7143,356338,999.0,1,0,32,999
1006,1,6,71,99,59,22100000,3106,307205,99.0,0,0,7,68
1007,1,2,69,156,71,54040011,4069,1911445,20.0,1,0,6,12
1009,1,6,67,55,71,52030012,8445,784775,25.0,0,1,4,6
1011,1,2,70,42,83,13150005,520,2267241,3.0,0,0,1,0
1012,1,6,67,156,71,35990015,8016,2137735,17.0,0,1,3,13
1013,1,1,69,229,54,35990021,7582,2039865,999.0,0,0,0,999
1014,1,1,70,99,74,9150000,7178,633468,999.0,0,0,24,999
1017,1,6,68,55,23,11190000,1419,410339,40.0,0,0,2,13
1018,1,2,70,106,71,54040011,4107,2274758,7.0,0,0,1,5
1019,1,6,69,206,49,54040011,4115,1881188,25.0,0,0,6,17
1020,1,6,67,213,27,13990029,2519,910154,30.0,0,1,3,19
1021,1,2,68,172,30,36990007,9949,2337265,2.0,0,0,1,1
1022,1,2,62,23,63,9150000,7143,339985,99.0,1,0,19,60
1023,1,6,67,99,9,9150000,7178,623067,45.0,0,0,18,16
1025,1,2,65,14,63,35990003,9216,1566499,25.0,0,1,11,10
1026,1,6,68,241,26,11180000,1325,661737,70.0,0,1,14,41
1027,1,6,69,70,26,11190000,9767,593019,75.0,1,0,22,46
1029,1,6,71,147,84,9150000,7143,320515,999.0,0,0,33,999
1030,1,6,75,161,23,11190000,1120,742930,40.0,0,0,6,14
1032,1,1,63,219,73,13160017,5679,2211063,20.0,0,1,1,16
1033,1,6,71,235,71,54040011,4205,1523738,999.0,0,1,7,999
1035,1,1,68,168,73,11180000,9607,274938,999.0,0,0,37,999
1037,1,6,67,24,71,35730000,4040,456110,50.0,0,0,1,22
1038,1,1,67,99,9,11180000,2631,269261,99.0,0,0,4,67
1043,1,1,71,120,73,9150000,7143,220663,999.0,0,0,6,999
1045,1,2,69,13,5,36010001,5936,2164641,7.0,1,0,1,2
1046,1,1,68,55,12,9160000,2748,351674,999.0,0,0,19,999
1050,1,1,67,24,84,22990003,2957,750380,999.0,0,0,6,999
1051,1,2,78,99,73,9150000,7143,283448,99.0,0,1,1,83
1052,1,1,68,55,99,9150000,7178,614115,75.0,0,0,15,45
1056,1,2,67,19,86,11180000,9767,500504,999.0,1,0,3,999
1058,1,6,67,59,97,12990001,9666,1509156,25.0,1,0,11,11
1059,1,6,68,182,9,35990003,7962,2179646,18.0,1,0,2,14
1060,1,1,62,99,49,12120000,9666,484006,40.0,0,0,21,9
1061,1,2,66,206,93,36010001,5820,1384325,30.0,0,0,0,15
1062,1,1,67,89,40,11990002,9840,1314725,25.0,1,0,4,8
1064,1,1,66,99,26,11180000,1553,283058,99.0,0,1,23,56
1065,1,6,66,99,46,9150000,7177,278053,999.0,0,0,31,999
1066,1,1,67,99,3,35320000,7535,522022,43.0,0,0,18,15
1067,1,1,65,99,43,12990002,1065,1498735,25.0,0,0,1,11
1071,1,2,67,166,23,11990003,1382,1555957,20.0,0,0,4,6
1072,1,6,68,99,86,22090000,3306,257253,999.0,0,0,22,999
1076,1,6,68,55,46,11180000,1470,777873,999.0,0,0,9,999
1078,1,1,67,55,12,9150000,7178,396085,999.0,0,0,17,999
1081,1,6,67,70,0,11180000,810,281911,174.0,0,0,10,999
1083,1,2,66,208,30,9990001,7143,809610,38.0,0,0,5,14
1085,1,1,66,214,35,11180000,1100,392862,40.0,1,0,6,6
1087,1,2,68,30,26,11180000,1100,500732,60.0,0,0,5,34
1088,1,1,67,125,26,13160017,5656,576644,3.0,0,0,1,2
1089,1,6,73,133,12,36010001,5976,2140797,10.0,1,0,0,5
1090,1,1,67,213,65,9150000,7178,505536,999.0,0,1,18,999
1092,1,2,67,228,93,9150000,7178,620753,99.0,0,0,9,70
1093,1,6,62,2,99,22140000,3312,627561,99.0,0,0,7,76
1094,1,6,69,235,12,12990001,9666,1454545,50.0,0,0,10,35
1097,1,1,67,213,54,35320000,7550,535699,70.0,0,0,6,56
1099,1,6,68,235,0,49990002,4369,803630,35.0,0,0,11,11
1102,1,2,64,92,9,35990003,6628,1969924,25.0,1,0,5,18
1103,1,2,67,84,67,54040011,4069,2153390,25.0,0,1,2,21
1104,1,6,66,99,13,11180000,1507,260815,60.0,0,0,9,37
1105,1,2,66,81,0,35990003,9066,1969445,65.0,1,0,1,58
1106,1,2,66,99,87,11180000,1100,860248,999.0,0,0,16,999
1107,1,2,67,14,21,11180000,1325,582248,65.0,0,0,5,35
1108,1,2,66,219,1,54040011,4069,2324601,10.0,0,1,0,9
1109,1,2,77,122,71,9150000,7143,749143,50.0,0,1,20,25
1110,1,2,65,6,30,12990002,864,1416842,15.0,1,0,7,0
1112,1,6,70,105,53,54040011,4089,1894901,999.0,0,1,3,999
1113,1,2,67,77,88,9990001,7143,1014798,40.0,0,0,1,19
1114,1,2,65,92,46,35990003,6889,2203692,22.0,0,0,2,18
1115,1,2,67,99,49,22090000,3191,690340,30.0,0,0,1,18
1116,1,1,71,36,23,9150000,7143,707654,50.0,0,0,16,22
1117,1,2,76,106,74,11180000,1100,532899,42.0,0,0,7,15
1122,1,6,74,89,86,11190000,1120,523327,149.0,0,0,12,999
1123,1,2,69,24,75,48010020,4501,1947071,37.0,1,0,4,29
1124,1,6,68,99,71,54040011,4069,858271,40.0,1,0,6,21
1131,1,2,66,14,26,35990002,8830,1519803,15.0,1,0,3,6
1133,1,2,69,0,24,54040011,4069,2246716,12.0,1,0,2,8
1134,1,1,68,55,74,35990002,7490,1668539,20.0,1,0,9,9
1136,1,6,70,169,88,13150004,82,1915236,12.0,0,0,7,4
1137,1,2,66,213,94,13990076,1905,2240615,5.0,0,0,2,2
1138,1,2,67,99,25,9990019,7143,927441,25.0,1,0,9,3
1139,1,1,74,165,37,35310000,4052,642513,30.0,1,0,0,21
1140,1,1,66,173,93,13170000,82,569432,99.0,0,1,9,72
1141,1,6,69,55,53,36990008,4976,2200064,15.0,0,0,2,11
1142,1,2,64,45,75,54040011,4158,2044605,25.0,0,1,4,18
1144,1,2,68,173,65,9150000,7143,253704,999.0,0,1,38,999
1145,1,2,67,235,30,54040011,4107,2242952,15.0,0,0,1,13
1146,1,1,67,110,83,25890001,5324,2268068,10.0,0,0,1,7
1148,1,1,62,55,93,22090000,3338,366722,999.0,0,0,19,999
1149,1,1,71,206,53,52030024,8446,1971570,18.0,1,0,5,11
1151,1,2,66,30,21,13150005,520,2274729,5.0,0,1,2,2
1153,1,1,68,110,43,11180000,9767,494081,60.0,0,0,26,27
1154,1,1,66,213,88,11180000,1553,297634,48.0,0,0,27,5
1155,1,6,67,55,30,36990009,5099,2243216,5.0,0,0,2,2
1157,1,1,63,14,99,22120000,2892,457485,999.0,0,0,2,999
1160,1,1,70,99,26,22090000,3360,456605,43.0,0,0,21,8
1161,1,6,66,218,86,54040011,4069,1656627,20.0,0,1,1,10
1162,1,1,66,99,53,22990002,3191,2063363,30.0,0,0,2,25
1163,1,2,71,230,12,9150000,7186,238968,999.0,0,0,4,999
1167,1,1,66,219,30,23990196,10810,2141649,8.0,1,0,4,3
1168,1,6,69,110,20,9150000,7178,476810,999.0,0,0,18,999
1170,1,1,66,99,70,11180000,1558,283700,45.0,0,1,5,14
1172,1,2,66,30,54,11180000,1325,616682,999.0,0,0,16,999
1173,1,6,69,219,0,11180000,1453,404750,999.0,0,0,16,999
1174,1,6,67,55,9,13990075,1769,1891585,25.0,0,0,6,16
1176,1,6,70,89,71,54040011,4069,2049559,20.0,0,0,4,14
1177,1,6,68,156,82,54040011,4069,2272248,10.0,1,0,1,8
1178,1,2,66,14,23,11990003,1382,1070357,35.0,0,0,4,14
1181,1,2,67,213,87,38990007,11271,1403973,60.0,0,1,9,44
1184,1,2,69,68,94,11190000,1120,680276,53.0,0,0,1,25
1185,1,6,70,156,9,36990007,5091,2311438,3.0,0,0,1,2
1186,1,6,77,68,54,11190000,1223,855408,45.0,0,0,11,22
1189,1,6,67,55,84,13170000,1120,804833,999.0,0,0,11,999
1191,1,2,78,55,74,11190000,1290,726963,40.0,0,0,16,14
1192,1,6,67,55,23,11220000,1137,521127,30.0,0,0,7,0
1193,1,2,71,99,15,12130000,864,725014,999.0,0,0,13,999
1195,1,6,69,195,75,36010001,5789,1933130,10.0,0,0,2,3
1197,1,6,72,186,27,36140000,5944,2077327,15.0,0,0,3,10
1198,1,1,68,147,21,11990003,2617,1141357,20.0,1,0,17,5
1199,1,6,66,110,71,50990041,7220,2109494,14.0,0,1,3,9
1200,1,2,65,55,45,11180000,810,325306,999.0,0,0,17,999
1201,1,1,68,99,15,22990002,3134,1272976,999.0,0,0,11,999
1204,1,2,67,60,15,48010020,4754,1979973,999.0,0,0,1,999
1205,1,2,72,173,53,11190000,1100,2095317,12.0,0,0,2,7
1206,1,2,68,219,21,13150004,134,2265813,8.0,0,0,2,5
1207,1,6,70,219,86,11190000,1120,739789,75.0,0,0,7,48
1209,1,1,66,214,84,11190000,9605,325089,999.0,0,0,23,999
1210,1,6,67,90,53,35990015,7870,1293456,45.0,0,0,5,29
1212,1,1,74,82,26,9180000,11318,464735,102.0,0,0,15,66
1215,1,1,68,120,21,9990019,7143,1319595,20.0,0,0,8,2
1218,1,1,66,235,75,36990007,9981,2117174,25.0,1,0,4,19
1219,1,2,67,162,53,54040011,4146,2205976,25.0,0,0,1,22
1220,1,2,64,213,93,11220000,1137,735674,50.0,0,0,15,23
1221,1,2,70,11,73,9150000,7189,227420,999.0,0,0,42,999
1226,1,1,69,99,0,23170000,10365,303298,999.0,0,0,26,999
1228,1,2,67,215,25,54040011,4081,1925328,25.0,0,0,5,17
1229,1,6,66,82,88,12990002,864,924148,30.0,1,0,10,5
1230,1,1,70,99,12,11190000,1555,340091,198.0,0,0,20,999
1231,1,1,67,55,25,9150000,7143,277386,999.0,0,0,27,999
1235,1,6,71,141,67,54040011,4069,2046303,25.0,0,0,3,20
1236,1,2,67,218,70,11990004,1458,1710493,20.0,0,0,1,9
1238,1,6,67,233,70,36010001,5949,2163091,5.0,1,0,1,1
1239,1,2,67,20,5,52030024,11034,2292064,25.0,0,0,0,22
1241,1,6,67,165,26,36990007,5116,1745750,15.0,0,1,8,5
1243,1,6,66,135,55,52030024,11030,1494105,25.0,0,0,1,12
1247,1,6,69,40,0,11180000,1250,422619,999.0,0,0,16,999
1249,1,6,69,99,86,9150000,7143,437711,99.0,1,0,16,66
1252,1,1,70,99,93,54040011,4069,1999306,15.0,0,1,5,9
1253,1,2,71,173,53,11990004,1391,810538,25.0,1,0,4,4
1254,1,1,67,55,9,22090000,3244,520453,42.0,1,0,7,17
1256,1,6,72,147,67,9150000,7143,341086,999.0,0,0,33,999
1257,1,6,73,120,86,11180000,1100,455091,999.0,0,0,15,999
1258,1,1,67,219,27,11190000,1120,571518,33.0,0,1,23,2
1260,0,1,67,14,100,12990002,1050,1784915,15.0,1,0,3,5
1261,1,6,72,142,75,35420000,799,415857,40.0,0,1,4,23
1262,1,6,66,165,71,54040011,4069,1803896,30.0,0,1,6,21
1267,1,6,66,18,86,9150000,7172,355569,999.0,0,0,19,999
1269,1,1,66,99,86,11180000,810,290961,999.0,0,0,18,999
1270,1,6,68,142,23,9990001,2746,886208,30.0,0,0,8,7
1271,1,1,68,55,26,11180000,1574,360102,107.0,0,0,16,70
1272,1,1,66,55,84,13170000,467,640518,999.0,0,0,2,999
1274,1,1,66,169,16,22990002,2957,2019223,15.0,0,0,3,9
1277,1,6,65,206,25,35990003,6864,1928899,25.0,0,0,5,17
1278,1,6,66,68,26,9150000,7178,623821,999.0,0,0,22,999
1279,1,6,76,32,71,11190000,1259,577586,999.0,0,0,16,999
1280,1,6,65,55,27,12120000,864,403104,50.0,0,1,18,16
1283,1,6,64,20,24,54040005,4069,751192,60.0,1,0,7,37
1285,1,6,70,90,74,54040011,4069,2275316,25.0,0,0,0,22
1286,1,2,67,14,71,11990004,1288,2013323,10.0,0,0,1,4
1288,1,2,69,14,97,54040011,4180,1876803,10.0,0,0,2,2
1290,1,1,66,55,45,36990008,4913,2313720,4.0,0,0,1,2
1291,1,6,67,49,73,22090000,2925,769730,54.0,0,1,2,32
1293,1,1,66,99,63,12990001,9743,1500143,25.0,0,0,2,13
1297,1,6,63,99,71,20110000,1594,482397,55.0,1,0,6,29
1298,1,6,72,82,24,54040011,4069,2237914,15.0,1,0,1,12
1299,1,2,68,165,40,11990004,1499,1302507,20.0,1,0,6,4
1300,1,2,70,66,54,13150005,184,1900952,50.0,0,0,4,40
1302,1,1,65,99,13,11180000,1507,277349,999.0,0,0,28,999
1303,1,6,67,109,0,11180000,1377,366655,999.0,0,1,18,999
1306,1,6,72,107,12,54040011,4069,1482380,15.0,0,1,4,4
1307,1,1,73,228,23,35620011,8510,1968230,10.0,0,1,6,3
