,Current Facility,Parole Review Status,Last Parole Decision
2585,59,0,0
2586,43,0,0
2587,87,0,1
2589,46,0,0
2590,44,1,0
2591,46,0,0
2592,9,1,0
2598,49,1,0
2599,70,0,1
2600,37,0,0
2601,71,1,0
2602,26,0,0
2603,75,0,0
2604,93,0,0
2605,25,0,0
2606,86,0,0
2607,84,0,0
2608,23,0,0
2609,37,0,1
2611,2,1,0
2612,46,0,0
2614,26,1,0
2615,97,0,0
2617,56,0,0
2618,63,0,0
2619,93,0,0
2620,9,0,0
2621,71,0,0
2623,65,0,0
2624,26,0,0
2625,86,1,0
2626,5,0,1
2627,71,0,0
2629,24,0,1
2632,30,0,0
2633,0,0,0
2634,32,0,1
2635,86,0,0
2637,24,0,1
2638,9,0,0
2639,59,1,0
2640,4,0,0
2641,3,0,0
2642,49,1,0
2643,53,0,0
2644,100,0,0
2645,93,0,0
2647,0,0,0
2648,15,0,0
2650,14,1,0
2652,23,1,0
2655,75,1,0
2656,13,0,0
2657,3,0,0
2658,23,0,0
2659,65,0,1
2660,93,0,0
2661,20,0,0
2662,93,0,0
2665,99,1,0
2667,63,0,0
2668,24,0,0
2669,40,0,1
2670,23,0,1
2671,27,1,0
2673,26,0,1
2674,77,0,0
2675,0,1,0
2677,73,0,0
2678,20,1,0
2679,12,0,0
2680,49,1,0
2686,63,0,0
2687,71,0,0
2689,9,0,0
2690,27,0,1
2692,64,0,0
2696,82,0,0
2697,75,0,1
2698,86,1,0
2699,9,0,0
2700,59,0,0
2701,37,0,1
2702,40,0,1
2703,0,0,0
2704,88,0,0
2705,49,0,0
2707,9,0,1
2708,99,1,0
2709,53,0,0
2710,94,0,1
2711,73,0,1
2712,25,0,0
2713,74,0,0
2715,54,0,0
2716,93,0,0
2717,30,0,0
2719,0,0,0
2720,26,1,0
2721,55,0,0
2723,59,0,0
2726,13,0,0
2729,93,0,0
2730,9,0,0
2733,37,0,1
2734,73,0,0
2735,63,0,0
2738,3,0,0
2739,9,0,1
2740,12,0,0
2741,63,1,0
2742,92,0,0
2744,75,0,0
2746,9,0,0
2747,0,0,0
2748,9,0,1
2749,88,0,0
2750,88,0,1
2751,30,0,0
2753,20,0,0
2757,78,0,0
2760,59,0,0
2761,54,0,0
2763,0,0,0
2765,99,0,1
2766,12,0,0
2767,25,0,0
2768,66,0,0
2772,15,0,0
2776,27,0,0
2777,77,1,0
2778,26,0,0
2779,65,0,0
2780,26,0,0
2781,9,0,0
2782,99,0,1
2783,70,0,0
2784,32,0,1
2785,53,0,0
2787,53,0,0
2788,12,0,1
2789,10,0,0
2790,2,0,0
2791,65,0,0
2793,9,0,0
2795,1,0,1
2796,99,0,0
2797,92,0,0
2798,12,0,0
2799,53,0,1
2800,12,1,0
2801,15,1,0
2802,75,0,0
2803,46,0,0
2804,70,0,0
2806,26,0,0
2807,32,0,1
2808,9,0,0
2811,85,0,1
2812,46,1,0
2813,12,0,0
2815,86,0,0
2817,93,1,0
2818,92,0,0
2819,73,1,0
2820,63,1,0
2821,26,0,1
2823,65,1,0
2824,83,0,0
2826,44,0,0
2828,65,0,0
2829,9,0,0
2830,99,1,0
2831,93,0,0
2832,86,0,0
2834,46,0,0
2835,74,0,1
2837,0,0,0
2838,88,0,0
2842,2,0,0
2843,4,0,1
2845,9,0,0
2846,32,0,1
2848,86,0,0
2849,47,0,0
2850,84,0,1
2851,63,1,0
2852,24,0,1
2854,86,0,0
2855,12,0,0
2856,43,0,0
2857,24,0,1
2858,59,0,0
2859,63,0,0
2860,16,0,0
2863,26,0,0
2864,75,0,1
2865,53,0,0
2866,37,0,1
2868,0,0,0
2869,61,0,0
2870,100,0,0
2871,92,0,0
2872,74,0,1
2873,12,0,0
2874,54,0,0
2876,47,0,0
2877,9,1,0
2878,0,0,0
2881,84,1,0
2882,26,1,0
2883,71,1,0
2884,21,0,1
2885,1,0,0
2886,9,1,0
2887,73,0,0
2889,100,0,0
2890,23,0,0
2893,0,0,1
2894,32,0,1
2895,93,0,0
2896,62,0,1
2897,43,0,0
2899,77,0,1
2900,59,1,0
2901,32,1,0
2902,0,1,0
2904,15,0,0
2907,46,1,0
2908,26,0,0
2910,23,0,0
2911,73,1,0
2913,20,0,0
2915,95,0,0
2916,69,0,0
2917,9,0,0
2920,46,0,0
2921,3,0,0
2922,99,1,0
2923,5,0,1
2926,49,1,0
2928,49,0,1
2930,65,0,0
2931,63,1,0
2933,12,0,1
2935,13,0,0
2936,0,1,0
2937,24,0,1
2938,13,0,0
2940,43,0,0
2941,3,1,0
2943,54,0,0
2944,77,0,0
2945,79,0,0
2946,23,1,0
2947,71,0,0
2948,29,0,0
2950,9,0,1
2951,86,0,0
2953,84,0,0
2958,40,1,0
2960,26,0,0
2961,12,0,0
2962,45,1,0
2963,34,0,0
2966,62,1,0
2968,13,1,0
2969,0,0,0
2971,73,1,0
2972,21,0,0
2973,25,0,0
2978,45,0,0
2979,49,0,0
2982,7,1,0
2985,15,0,1
2986,71,0,0
2988,3,0,1
2990,83,1,0
2992,25,0,0
2993,53,1,0
2995,77,1,0
2997,40,0,1
2998,71,0,0
3000,24,0,1
3002,53,0,1
3003,13,1,0
3004,32,0,1
3006,37,0,0
3008,35,0,0
3009,0,0,0
3011,86,0,0
3012,23,0,0
3013,77,0,0
3014,12,0,0
3016,13,0,0
3018,53,1,0
3019,37,0,1
3021,13,0,0
3023,49,0,0
3024,13,0,0
3028,73,0,0
3029,37,0,1
3030,74,0,0
3031,13,0,0
3034,74,1,0
3035,9,0,0
3036,86,0,0
3037,54,0,0
3038,0,0,1
3039,25,0,0
3040,37,0,1
3042,73,1,0
3043,99,1,0
3044,12,0,1
3045,9,0,1
3046,20,0,1
3047,47,1,0
3048,38,0,1
3050,93,1,0
3052,75,0,0
3056,27,0,1
3057,71,0,0
3058,25,0,0
3059,53,0,0
3060,3,1,0
3061,47,1,0
3062,12,0,0
3063,12,0,0
3067,63,0,0
3068,40,0,1
3070,63,0,0
3071,54,0,0
3072,23,0,0
3073,22,0,0
3076,0,1,0
3077,99,1,0
3079,73,0,1
3080,87,0,0
3083,99,1,0
3084,0,0,1
3085,12,0,0
3086,63,0,0
3087,20,0,0
3088,23,0,1
3089,8,1,0
3090,8,1,0
3091,18,0,0
3092,75,1,0
3095,3,0,0
3096,3,0,0
3101,99,0,0
3104,87,0,0
3106,15,0,0
3107,75,0,0
3108,75,0,0
3112,93,0,0
3113,75,0,0
3114,47,0,0
3115,21,0,1
3116,23,0,0
3120,86,0,1
3121,18,0,0
3123,99,1,0
3124,0,0,1
3126,70,0,1
3131,20,0,0
3132,26,0,1
3135,61,0,0
3136,22,0,0
3139,47,0,0
3141,13,1,0
3143,26,1,0
3144,92,0,0
3145,86,1,0
3148,9,1,0
3150,12,0,1
3152,73,0,0
3153,86,1,0
3155,44,0,0
3157,86,1,0
3158,9,0,0
3160,20,0,1
3161,35,0,1
3162,53,0,1
3164,9,0,0
3166,13,0,0
3167,74,0,0
3168,25,0,0
3171,65,0,1
3172,40,1,0
3173,95,0,1
3175,20,0,0
3176,73,0,0
3182,46,0,1
3183,75,0,0
3184,71,0,0
3186,11,0,0
3188,53,1,0
3190,40,0,1
3191,13,1,0
3192,86,0,1
3193,65,0,0
3194,54,0,0
3195,99,0,0
3196,94,0,0
3198,86,0,1
3199,30,0,1
3200,32,1,0
3201,22,1,0
3202,93,0,0
3203,49,1,0
3205,74,1,0
3206,100,0,1
3207,0,0,0
3208,82,0,1
3210,86,0,0
3212,66,0,0
3213,59,1,0
3214,99,0,0
3215,65,0,0
3216,84,0,0
3217,61,0,0
3218,74,0,1
3220,58,0,0
3221,53,1,0
3222,83,0,0
3223,75,0,0
3224,46,0,0
3225,53,0,0
3227,12,0,1
3229,46,0,0
3230,74,1,0
3232,72,0,1
3234,71,0,0
3236,9,0,0
3238,74,0,0
3241,99,0,1
3242,67,0,0
3243,77,0,0
3244,23,0,0
3245,67,0,0
3247,99,0,0
3248,9,0,0
3249,74,0,0
3250,74,1,0
3251,9,0,0
3254,44,1,0
3255,53,0,1
3256,92,0,0
3257,26,0,0
3258,32,0,1
3261,40,0,0
3264,16,0,0
3265,5,0,1
3266,84,0,0
3268,40,0,1
3269,73,1,0
3270,82,1,0
3271,0,0,0
3273,63,0,0
3274,9,0,1
3276,35,1,0
3277,86,1,0
3278,46,0,0
3279,83,0,0
3280,71,1,0
3282,25,0,0
3285,73,1,0
3288,87,0,0
3289,25,0,0
3290,99,1,0
3291,17,1,0
3293,0,0,0
3294,65,1,0
3295,32,0,1
3296,86,0,0
3297,66,0,0
3300,93,1,0
3301,26,0,0
3302,1,0,1
3303,26,1,0
3304,65,0,0
3306,91,0,1
3307,71,1,0
3311,93,1,0
3312,75,0,0
3313,52,0,1
3314,30,1,0
3316,86,1,0
3317,74,0,0
3318,67,0,0
3319,87,0,0
3325,12,1,0
3327,86,1,0
3330,7,0,0
3331,9,0,0
3333,18,0,0
3334,74,0,1
3335,12,0,0
3337,23,1,0
3342,0,1,0
3343,20,0,0
3344,11,1,0
3346,67,0,0
3349,37,0,1
3350,27,0,0
3352,47,1,0
3353,7,0,0
3356,9,0,0
3357,9,0,0
3358,100,0,0
3360,13,0,0
3361,43,0,0
3363,12,1,0
3364,25,1,0
3367,46,0,1
3369,53,0,1
3370,6,0,0
3371,77,0,0
3372,54,0,0
3374,53,0,0
3375,25,0,0
3378,13,0,0
3379,0,0,0
3381,24,0,0
3385,75,0,0
3386,43,1,0
3387,0,0,0
3388,2,0,0
3389,43,0,1
3390,71,0,1
3391,13,0,1
3392,53,0,0
3393,25,1,0
3394,49,1,0
3396,9,0,0
3397,9,0,1
3400,86,0,0
3401,71,0,0
3402,65,0,0
3403,63,0,0
3405,54,1,0
3406,49,0,0
3408,83,0,0
3409,9,0,1
3413,53,1,0
3414,99,1,0
3416,70,1,0
3418,50,0,1
3420,12,1,0
3421,29,1,0
3422,71,0,0
3423,92,0,0
3425,31,0,0
3426,53,0,0
3428,0,0,0
3431,93,1,0
3434,27,0,0
3436,12,0,1
3437,65,0,0
3440,83,1,0
3441,73,0,0
3442,23,0,0
3444,24,0,0
3447,100,1,0
3448,88,0,1
3450,92,0,1
3451,16,0,1
3452,46,0,0
3454,9,0,0
3455,20,1,0
3457,59,0,0
3458,52,0,1
3462,47,0,0
3463,9,0,0
3464,47,0,0
3465,86,0,0
3466,95,0,1
3471,60,0,0
3474,17,1,0
3476,26,0,0
3477,40,0,1
3478,26,0,1
3479,12,0,0
3480,26,1,0
3481,43,0,0
3483,53,0,1
3486,5,0,0
3488,77,0,0
3489,53,0,1
3491,99,0,0
3492,9,0,0
3493,37,0,1
3496,23,0,0
3501,26,0,0
3505,77,0,1
3507,43,1,0
3508,61,1,0
3512,99,0,0
3513,9,0,1
3515,75,0,0
3517,86,0,0
3518,9,0,0
3519,53,0,1
3521,26,0,0
3522,3,0,0
3524,74,1,0
3525,27,1,0
3527,9,0,0
3529,86,0,0
3531,65,0,0
3532,85,0,0
3533,71,1,0
3534,77,0,0
3535,67,1,0
3537,74,1,0
3538,31,0,0
3540,73,1,0
3541,26,0,0
3542,13,0,0
3545,70,0,0
3548,26,0,0
3549,25,0,0
3550,53,0,1
3552,54,0,0
3554,86,1,0
3555,93,0,1
3556,74,0,0
3557,82,1,0
3559,29,0,0
3560,74,1,0
3561,11,0,0
3563,20,0,1
3565,94,0,1
3567,46,0,0
3568,53,0,1
3569,46,1,0
3572,75,0,0
3573,74,0,0
3576,74,0,1
3578,49,1,0
3579,16,1,0
3580,24,0,1
3581,4,0,0
3582,25,0,0
3584,25,0,1
3585,12,0,0
3586,63,0,0
3587,37,0,1
3588,74,0,0
3589,10,0,0
3591,49,0,0
3592,26,0,0
3593,99,1,0
3594,86,0,0
3597,77,0,0
3598,35,0,0
3600,73,0,0
3601,85,0,0
3602,20,1,0
3603,23,0,0
3607,0,0,0
3608,83,1,0
3610,71,1,0
3614,9,1,0
3616,12,0,0
3618,88,0,0
3619,75,1,0
3620,12,0,0
3621,68,1,0
3623,3,0,0
3624,46,0,0
3625,49,0,0
3626,87,0,0
3627,63,0,0
3628,86,1,0
3632,53,0,1
3633,85,0,0
3636,91,0,1
3637,65,1,0
3638,71,0,0
3639,0,0,0
3640,9,0,0
3643,86,1,0
3647,54,0,0
3648,22,1,0
3650,12,1,0
3651,99,1,0
3652,32,0,1
3655,59,0,0
3656,14,0,0
3657,53,0,1
3658,97,0,0
3660,88,0,0
3661,73,1,0
3662,0,0,0
3666,53,0,0
3669,99,0,0
3670,2,1,0
3672,37,0,1
3673,53,1,0
3674,77,0,0
3678,3,0,0
3679,86,0,0
3680,3,0,0
3683,9,0,0
3685,49,0,0
3687,70,0,0
3688,74,0,1
3689,85,0,0
3690,88,0,0
3691,0,0,0
3694,70,0,0
3695,49,0,0
3697,77,0,0
3698,86,0,0
3700,87,0,0
3701,77,0,0
3702,0,0,0
3704,9,0,0
3705,12,0,1
3706,61,0,0
3707,3,0,0
3709,3,1,0
3711,83,0,0
3712,76,1,0
3713,54,0,0
3714,40,0,1
3715,74,1,0
3717,73,0,0
3718,25,0,0
3719,49,0,1
3720,86,1,0
3721,75,0,0
3723,86,0,0
3724,53,1,0
3727,59,0,0
3728,9,0,0
3729,24,0,1
3730,97,1,0
3731,10,0,0
3733,86,1,0
3734,73,1,0
3736,46,0,0
3737,26,0,0
3741,93,0,0
3742,26,0,1
3745,86,0,1
3749,19,0,0
3750,92,1,0
3751,87,0,1
3752,71,0,1
3754,70,0,0
3755,12,0,0
3756,49,0,0
3757,93,1,0
3758,63,0,0
3760,86,0,0
3761,92,0,0
3762,99,0,0
3763,93,0,0
3766,94,0,0
3769,35,0,1
3770,100,0,0
3771,0,0,0
3772,29,0,0
3773,86,0,1
3774,47,0,0
3775,9,0,1
3776,87,0,0
3777,18,0,0
3779,99,1,0
3780,38,0,1
3781,12,0,0
3782,70,0,0
3784,7,0,0
3785,63,0,0
3786,65,0,0
3789,30,0,0
3790,65,0,0
3791,22,0,0
3792,92,1,0
3793,100,1,0
3794,99,0,0
3796,9,0,0
3798,100,0,0
3799,35,0,1
3801,63,0,0
3802,73,0,0
3803,9,0,1
3805,0,0,0
3806,26,1,0
3808,71,0,1
3811,61,0,0
3813,85,0,0
3814,75,0,0
3815,74,0,0
3816,49,0,0
3817,26,0,0
3819,84,0,0
3821,93,0,0
3822,92,0,0
3823,47,0,1
3825,37,0,1
3827,88,1,0
3828,59,0,0
3829,16,0,0
3830,73,0,0
3831,23,1,0
3832,99,0,0
3833,64,0,1
3835,25,0,0
3836,74,0,0
3839,3,0,0
3840,84,0,0
3842,9,0,1
3846,99,0,0
3848,73,0,0
3849,28,1,0
3850,9,1,0
3851,12,1,0
3858,16,0,0
3863,13,0,0
3864,23,0,0
3866,38,0,1
3867,47,0,1
3869,65,0,0
3870,24,1,0
3871,46,1,0
3872,13,0,0
3875,26,0,0
3876,49,0,1
3878,9,0,0
3881,65,1,0
3883,46,0,0
3887,44,0,0
3892,72,0,0
3893,25,1,0
3894,0,0,0
3895,43,0,0
3896,84,0,1
3897,26,0,0
3898,58,0,1
3899,65,0,0
3900,26,0,0
3901,65,1,0
3903,99,0,0
3904,99,0,0
3905,26,0,0
3906,49,1,0
3908,37,1,0
3909,74,0,0
3910,49,0,0
3912,0,0,1
3913,65,1,0
3914,77,1,0
3915,4,0,0
3917,46,0,0
3919,30,0,0
3920,39,0,1
3921,69,0,0
3922,70,0,0
3925,16,1,0
3927,67,0,0
3929,13,1,0
3930,86,0,0
3931,54,0,0
3932,65,0,0
3933,7,1,0
3934,47,1,0
3935,73,0,0
3936,87,0,0
3937,37,0,1
3938,99,0,1
3939,55,1,0
3942,54,0,1
3943,13,0,0
3944,26,0,0
3946,92,0,0
3947,43,0,0
3948,26,0,0
3950,53,0,0
3951,44,0,0
3953,18,0,0
3954,53,0,0
3955,24,0,0
3956,65,0,0
3959,26,0,0
3960,65,0,1
3962,83,0,0
3963,0,0,0
3966,49,0,0
3967,43,0,0
3968,53,0,1
3970,92,0,0
3972,49,0,0
3973,12,0,0
3974,0,1,0
3975,43,0,0
3976,27,0,0
3977,16,0,0
3978,9,0,0
3980,30,0,0
3983,54,0,1
3984,70,0,0
3985,55,0,0
3986,54,0,0
3987,35,0,0
3990,26,1,0
3991,46,0,0
3994,49,0,0
3996,83,1,0
3997,25,0,0
3998,11,0,0
3999,12,0,0
4000,73,0,0
4001,86,0,0
4004,27,1,0
4006,29,0,1
4007,65,0,0
4008,86,0,0
4011,63,0,0
4013,46,0,1
4016,53,0,1
4017,45,0,1
4018,88,0,0
4020,70,0,0
4021,82,0,0
4022,87,0,0
4023,38,0,1
4024,53,0,0
4025,35,0,0
4026,13,0,0
4027,21,0,0
4028,92,0,0
4031,65,0,0
4032,46,0,1
4033,92,1,0
4036,70,1,0
4037,82,0,0
4042,75,0,0
4043,83,0,0
4044,49,0,0
4046,13,0,0
4047,28,0,0
4048,60,0,0
4052,45,0,0
4054,42,0,0
4055,86,0,0
4057,24,0,1
4059,67,0,1
4061,63,0,0
4066,56,0,1
4070,32,1,0
4071,77,0,0
4072,84,0,0
4073,32,0,1
4074,9,0,0
4078,49,1,0
4080,35,0,1
4081,99,1,0
4082,94,0,0
4083,77,0,0
4084,85,1,0
4086,77,0,0
4087,84,0,0
4088,26,0,0
4090,40,0,0
4091,47,1,0
4096,15,0,0
4097,32,0,1
4098,11,0,0
4101,35,1,0
4103,67,0,0
4104,30,1,0
4107,13,0,0
4108,13,0,0
4109,65,0,0
4111,99,1,0
4112,13,0,0
4113,88,0,0
4114,15,0,0
4115,86,0,1
4119,65,1,0
4120,60,0,0
4121,74,0,1
4122,67,1,0
4123,100,0,0
4125,27,0,1
4130,60,0,0
4131,73,0,0
4133,26,1,0
4134,26,0,0
4135,9,1,0
4138,69,0,0
4139,71,1,0
4142,30,1,0
4145,86,0,0
4146,93,0,0
4148,71,0,1
4149,53,0,1
4150,46,0,0
4151,0,0,1
4152,16,0,0
4153,0,0,0
4154,71,0,0
4155,65,0,0
4157,48,0,0
4158,66,0,0
4160,93,0,0
4161,9,0,1
4163,12,0,0
4165,97,0,0
4166,25,1,0
4167,63,0,0
4169,93,0,0
4170,7,0,0
4171,77,0,0
4172,26,0,1
4173,26,0,0
4176,24,0,1
4178,26,0,0
4183,99,1,0
4185,9,0,0
4186,86,0,0
4187,67,0,0
4188,73,1,0
4190,63,0,0
4192,26,0,0
4193,25,0,0
4194,12,0,0
4195,24,1,0
4196,20,0,0
4198,24,0,1
4199,73,1,0
4201,25,1,0
4203,49,0,0
4204,93,0,0
4206,69,1,0
4207,86,0,0
4209,32,0,1
4210,68,0,0
4211,88,0,0
4213,47,1,0
4215,49,1,0
4216,32,0,1
4217,35,0,0
4220,49,0,1
4221,53,0,0
4222,20,1,0
4223,74,0,0
4226,65,0,0
4227,60,0,0
4228,53,0,1
4231,73,0,1
4232,65,0,1
4234,23,1,0
4235,93,0,0
4238,13,0,0
4239,75,0,0
4240,25,0,1
4241,99,1,0
4244,54,1,0
4245,9,1,0
4246,88,0,0
4249,63,0,0
4251,68,0,0
4255,12,1,0
4256,25,0,0
4257,13,0,0
4258,83,0,0
4259,73,0,0
4261,35,0,0
4262,65,1,0
4263,15,0,0
4264,40,0,1
4265,88,0,0
4266,9,1,0
4268,0,0,0
4272,94,1,0
4273,37,0,1
4278,71,1,0
4279,24,0,1
4280,74,0,0
4281,24,0,1
4282,65,0,0
4284,86,1,0
4285,65,0,1
4287,12,0,0
4288,73,0,0
4289,75,1,0
4290,46,0,0
4292,26,1,0
4293,75,0,0
4297,73,0,0
4298,65,0,0
4299,63,0,0
4302,75,0,0
4303,68,0,0
4304,99,0,0
4305,93,0,0
4306,88,0,0
4308,32,0,1
4310,71,1,0
4311,65,0,1
4312,37,0,1
4313,99,0,0
4314,66,0,0
4315,9,0,1
4316,100,0,0
4317,20,1,0
4318,46,0,1
4319,12,0,0
4320,86,0,0
4321,99,0,0
4323,47,0,0
4325,26,0,0
4326,75,0,1
4327,13,0,0
4328,56,0,1
4330,93,0,0
4331,44,0,0
4332,75,1,0
4333,97,0,0
4334,26,0,0
4336,32,0,1
4337,49,0,0
4339,49,0,0
4340,99,0,0
4341,3,0,0
4342,63,0,1
4343,3,0,0
4344,86,0,0
4345,99,0,0
4346,11,1,0
4347,0,0,1
4349,53,0,1
4351,21,0,0
4352,27,0,0
4353,47,0,0
4355,45,0,0
4357,75,1,0
4358,54,0,0
4359,4,1,0
4360,22,0,0
4361,88,0,0
4362,44,0,0
4364,75,1,0
4365,32,0,1
4367,4,0,0
4369,0,1,0
4371,54,0,1
4372,82,1,0
4373,23,0,0
4374,44,0,1
4375,83,0,0
4376,13,0,1
4377,9,0,0
4378,43,0,0
4380,93,0,1
4381,60,0,1
4383,27,1,0
4385,99,0,0
4387,74,1,0
4388,46,0,0
4392,88,0,0
4394,24,0,0
4395,6,0,0
4398,92,0,0
4399,74,0,0
4401,85,1,0
4402,75,1,0
4403,38,0,1
4404,58,0,0
4406,93,0,0
4408,75,1,0
4409,1,0,0
4412,37,0,1
4414,90,0,0
4415,2,0,1
4418,26,0,0
4419,37,0,0
4420,13,0,0
4424,47,1,0
4426,92,0,0
4427,95,0,0
4429,53,0,0
4430,49,0,0
4431,4,0,1
4435,47,0,0
4436,63,0,0
4438,99,1,0
4440,0,1,0
4441,8,1,0
4442,9,0,0
4445,63,0,0
4447,13,0,0
4448,45,0,0
4452,99,1,0
4455,12,0,0
4456,14,0,0
4458,62,0,1
4459,92,0,1
4460,59,0,0
4461,37,0,1
4462,25,0,0
4464,26,0,1
4465,72,1,0
4466,77,0,0
4467,60,0,1
4468,77,1,0
4471,97,0,0
4474,25,0,0
4476,8,0,0
4477,54,0,0
4478,59,0,1
4479,40,0,1
4480,49,0,0
4481,26,0,0
4482,26,0,0
4484,74,1,0
4486,67,0,0
4488,49,1,0
4489,53,0,1
4490,30,0,0
4491,87,0,0
4493,0,0,0
4495,86,1,0
4497,48,0,0
4498,71,1,0
4499,0,0,0
4502,75,0,0
4503,65,0,1
4505,13,1,0
4506,86,0,0
4507,83,0,0
4512,14,0,0
4513,71,0,0
4514,27,0,0
4515,25,1,0
4516,9,1,0
4522,75,0,0
4524,74,0,0
4525,99,1,0
4526,24,0,0
4527,23,0,1
4528,53,0,1
4529,49,0,0
4530,46,1,0
4531,29,1,0
4532,40,0,1
4533,32,0,1
4534,40,0,1
4535,65,0,0
4536,73,0,0
4537,23,1,0
4539,9,0,0
4540,84,1,0
4541,26,1,0
4543,43,0,0
4544,9,1,0
4546,92,0,0
4547,49,0,1
4548,12,0,0
4549,69,1,0
4551,77,0,0
4552,7,0,0
4554,53,0,0
4555,3,0,0
4559,74,0,0
4560,0,0,0
4563,22,0,0
4564,53,0,0
4565,46,0,0
4566,61,0,0
4567,74,1,0
4568,99,0,0
4571,93,0,0
4572,77,0,0
4573,51,0,0
4574,100,0,0
4575,97,0,0
4580,46,0,1
4582,100,0,1
4584,99,0,0
4585,24,0,1
4586,46,1,0
4587,12,0,0
4589,21,1,0
4590,65,0,0
4592,30,0,0
4594,99,0,0
4596,97,0,0
4598,9,0,0
4602,86,0,1
4603,77,0,0
4605,19,0,0
4606,32,0,1
4607,95,0,1
4608,45,0,0
4611,88,0,0
4613,84,0,0
4614,12,0,1
4617,23,0,1
4618,63,0,0
4619,25,0,0
4620,74,0,0
4622,99,0,0
4623,99,0,0
4624,75,0,1
4625,43,0,0
4626,16,0,0
4627,93,1,0
4628,26,0,0
4629,99,0,0
4633,0,1,0
4634,37,0,1
4637,93,1,0
4639,9,1,0
4641,37,0,1
4643,63,0,0
4645,46,0,0
4646,86,0,0
4647,71,0,0
4648,40,1,0
4649,9,0,0
4651,40,0,1
4652,75,0,0
4653,0,0,0
4654,26,0,0
4655,70,0,0
4656,54,0,0
4657,73,0,0
4658,88,0,0
4659,67,0,0
4660,23,0,0
4661,87,0,1
4662,65,0,0
4663,84,0,0
4665,13,0,0
4666,94,0,0
4667,25,0,0
4670,3,0,1
4671,65,0,0
4672,61,0,0
4673,0,0,0
4675,24,1,0
4678,25,1,0
4680,93,0,0
4681,24,0,0
4682,79,0,0
4683,13,0,0
4684,0,0,1
4686,43,0,0
4687,37,0,1
4688,53,0,1
4689,65,0,0
4691,26,0,0
4692,59,0,0
4696,73,1,0
4697,99,0,0
4698,9,0,0
4699,12,0,0
4700,71,1,0
4703,83,0,0
4704,0,0,0
4705,46,1,0
4706,86,0,1
4707,75,0,0
4708,86,0,0
4709,65,0,0
4712,83,0,0
4714,26,1,0
4715,80,0,0
4716,43,0,0
4717,26,1,0
4718,93,1,0
4721,4,1,0
4722,47,0,1
4723,100,0,0
4724,67,0,0
4725,63,1,0
4726,84,0,0
4733,0,0,1
4734,19,0,1
4735,85,0,0
4736,12,0,0
4737,53,0,0
4738,18,0,0
4739,82,0,0
4744,99,1,0
4746,63,0,0
4748,74,0,0
4751,8,1,0
4752,3,0,0
4753,65,0,0
4754,9,0,1
4756,70,0,0
4757,83,0,0
4758,95,0,0
4760,20,0,0
4761,9,0,0
4763,16,0,0
4765,12,0,0
4766,75,0,0
4767,86,0,1
4768,29,0,0
4771,75,0,0
4772,26,0,1
4773,49,0,0
4775,9,0,0
4776,14,1,0
4778,37,0,1
4779,21,0,0
4781,13,1,0
4783,74,0,0
4784,73,0,0
4787,77,0,0
4788,26,0,0
4789,65,0,0
4791,16,1,0
4792,84,0,0
4793,93,0,0
4794,49,0,0
4795,49,0,0
4796,24,1,0
4797,65,0,0
4799,49,0,0
4800,71,0,1
4801,40,0,1
4803,75,0,0
4804,25,0,0
4805,73,0,0
4806,65,0,0
4808,24,0,1
4809,2,1,0
4810,12,0,0
4812,20,0,0
4815,71,0,1
4816,61,0,1
4819,26,1,0
4820,46,0,0
4821,15,0,0
4823,60,0,1
4825,21,1,0
4826,12,0,0
4828,75,0,0
4830,93,0,0
4831,46,0,1
4832,12,0,0
4836,86,0,0
4837,73,1,0
4838,54,1,0
4840,73,0,0
4844,93,1,0
4845,26,0,0
4846,99,0,0
4847,71,1,0
4848,100,0,0
4850,85,0,0
4851,49,0,0
4852,15,0,0
4853,70,0,0
4854,44,0,0
4857,35,0,0
4858,86,0,0
4859,0,0,0
4860,48,0,0
4862,24,0,1
4866,49,1,0
4867,25,0,0
4868,25,0,0
4870,1,0,0
4871,9,0,0
4872,2,0,0
4875,75,0,0
4876,4,0,0
4877,25,0,0
4879,99,1,0
4881,75,0,0
4882,12,0,0
4883,26,0,0
4884,37,0,1
4885,88,0,0
4886,99,0,0
4887,88,0,0
4888,92,0,0
4892,24,0,1
4893,5,1,0
4895,54,0,0
4897,92,1,0
4899,49,0,1
4900,32,0,1
4902,86,0,1
4903,46,1,0
4907,53,0,0
4910,2,0,0
4912,92,0,0
4914,12,0,1
4917,73,0,0
4921,0,1,0
4922,71,1,0
4924,9,0,0
4926,47,0,0
4927,71,0,0
4929,16,0,0
4930,47,0,0
4931,24,0,1
4933,74,0,0
4936,86,1,0
4938,2,0,1
4943,99,0,0
4945,86,0,0
4946,27,0,0
4948,88,0,0
4949,13,0,1
4950,46,0,0
4951,13,0,0
4953,65,0,0
4954,23,1,0
4956,75,0,0
4957,93,0,0
4958,74,0,0
4959,40,0,1
4961,35,0,0
4963,53,0,1
4964,74,1,0
4965,53,0,1
4966,86,0,1
4967,53,0,1
4968,99,0,1
4969,26,1,0
4973,16,0,0
4974,25,0,0
4975,71,1,0
4977,60,0,0
4978,63,0,0
4979,71,0,1
4980,30,0,1
4982,25,1,0
4984,17,0,0
4987,7,0,0
4989,32,0,1
4991,12,0,0
4992,13,0,0
4994,32,0,1
4995,93,1,0
4996,93,0,0
4998,69,0,0
5000,15,0,0
5001,3,0,0
5002,2,0,0
